,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
62,63,120,2,3.784189633918261,8.770594329891145,0,1,0,3,0,3,0,14,2,0,4,1,8,5,1,1,0,0,8,8,4,178.0,1,3,2,2,1,3,2,24,6,0,1346,1370,0,0,1,3,7.222566018822171,0,0,7.222566018822171,0,0,2,0,2,1,2,6,4,1,2,0,1.0,2,2,484,3,3,2,120,49,0,0,0,0,0,2,1,0,10,2007,3,2,12.218495165528731,0,0,0
63,64,70,3,3.912023005428146,9.239899174217728,0,1,0,0,0,3,0,15,4,1,0,2,7,6,89,60,0,0,7,7,2,0.0,3,3,0,4,4,4,6,0,6,0,576,576,0,2,1,3,6.804614520062624,808,0,7.444248649496705,0,0,2,0,3,1,3,9,4,0,3,3,20.0,3,2,480,3,3,2,12,11,64,0,0,0,0,0,1,0,4,2010,3,2,11.84939770159144,0,0,0
64,65,60,2,4.23410650459726,9.14580185083861,0,1,3,3,0,3,0,4,2,0,0,2,7,5,12,11,0,0,8,8,1,573.0,3,3,2,2,4,4,2,739,6,0,318,1057,0,0,1,3,6.963189985870238,977,0,7.617759576608505,1,0,2,1,3,1,2,8,4,0,3,0,11.0,2,2,645,3,3,2,576,36,0,0,0,0,0,0,1,0,2,2009,3,2,12.299107511497363,1,0,0
65,66,60,2,4.330733340286331,9.16858043772795,0,1,3,3,0,3,0,14,2,0,0,2,8,5,3,2,0,0,8,8,1,344.0,1,3,2,0,4,0,6,0,6,0,1143,1143,0,0,1,3,7.04141166379481,1330,0,7.813187267521416,0,0,2,1,4,1,2,9,4,1,2,2,3.0,2,3,852,3,3,2,192,151,0,0,0,0,0,2,1,0,10,2007,3,2,12.666657052859417,0,0,0
66,67,20,2,4.23410650459726,9.898475010712584,0,1,3,3,0,3,0,11,5,0,0,1,7,5,40,21,0,0,5,5,1,287.0,3,3,1,2,4,1,2,912,6,0,1035,1947,0,4,1,3,7.699389406256737,0,0,7.699389406256737,1,0,2,0,3,1,3,7,0,1,2,0,40.0,2,2,576,3,3,2,301,0,0,0,0,0,0,2,1,0,7,2010,3,2,12.100712129872347,1,0,0
67,68,20,2,4.276666119016055,9.274722630905451,0,1,0,3,0,3,0,4,2,0,0,1,7,5,4,4,0,0,8,8,1,167.0,1,3,2,2,4,0,2,1013,6,0,440,1453,0,0,1,3,7.2991214627108,0,0,7.2991214627108,1,0,2,0,3,1,2,7,4,0,3,0,4.0,2,2,558,3,3,2,144,29,0,0,0,0,0,2,1,0,6,2007,3,2,12.328290278254423,0,0,0
68,69,30,3,3.8501476017100584,8.435549202375727,0,1,3,3,0,0,0,15,0,0,0,1,4,6,65,60,0,0,4,4,2,0.0,3,1,1,4,4,4,6,0,6,0,747,747,0,4,1,3,6.616065185132817,0,0,6.616065185132817,0,0,1,0,2,1,3,4,4,0,3,0,65.0,3,1,220,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2010,3,2,11.289781913656018,0,0,0
69,70,50,2,4.394449154672439,9.654577374584886,0,1,3,3,0,0,0,3,2,0,0,0,7,4,53,53,0,0,1,0,2,0.0,1,3,1,4,4,4,1,603,6,0,701,1304,1,4,1,3,7.1731917424865985,983,0,7.734996194022781,0,0,2,0,3,1,3,7,4,1,5,0,53.0,0,2,667,3,3,2,0,21,114,0,0,0,0,2,1,0,7,2006,3,2,12.323855681186558,0,0,0
70,71,20,2,4.553876891600541,9.521568058002977,0,1,0,3,0,3,0,11,2,0,0,1,7,6,34,34,0,0,5,5,1,1115.0,3,1,1,2,4,1,0,1880,6,0,343,2223,0,0,1,3,7.706612913964197,0,0,7.706612913964197,1,0,2,0,3,1,3,8,4,2,2,0,34.0,0,2,516,3,3,2,300,0,0,0,0,0,0,2,1,0,2,2007,3,2,12.404923504275338,0,0,0
71,72,20,2,4.23410650459726,8.935771938669784,0,1,3,3,0,0,0,10,2,0,0,1,4,6,25,1,0,0,3,5,2,0.0,3,3,1,4,4,4,0,565,6,0,280,845,0,4,1,3,6.739336627357174,0,0,6.739336627357174,1,0,1,0,2,1,3,4,4,0,3,3,20.0,3,2,360,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2007,3,2,11.771436160121729,0,0,0
72,73,60,2,4.30406509320417,9.224341891611996,0,1,0,3,0,0,0,7,2,0,0,2,7,5,11,11,0,0,8,8,1,40.0,3,3,2,2,4,4,6,0,6,0,832,832,0,2,1,3,6.785587645007929,833,0,7.4489161025442,0,0,2,1,3,1,3,7,4,1,5,0,11.0,0,2,427,3,3,2,0,94,0,0,291,0,0,2,1,0,12,2009,3,2,12.128111104060462,0,0,0
73,74,20,2,4.442651256490317,9.230142999272362,0,1,3,3,0,3,0,11,2,0,0,1,5,7,56,7,0,0,9,9,1,104.0,3,3,1,4,4,4,0,320,1,362,404,1086,0,2,1,3,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,3,6,4,0,3,0,21.0,3,2,490,3,3,2,0,0,0,0,0,0,0,1,1,0,5,2010,3,2,11.883799128308773,0,0,0
74,75,50,3,4.0943445622221,8.663887570567042,0,1,3,3,0,0,0,15,2,0,0,2,3,6,95,60,2,0,8,8,2,0.0,1,1,1,1,4,4,6,0,6,0,840,840,0,2,0,3,6.733401891837359,765,0,7.380879035564116,0,0,2,0,3,2,3,8,4,0,3,3,95.0,3,1,379,3,3,2,0,0,202,0,0,0,0,2,1,0,5,2010,3,2,11.584315461056901,0,0,0
75,76,180,3,3.044522437723423,7.3752557780097545,0,1,3,3,0,3,0,9,2,0,3,5,4,5,36,36,0,0,2,2,2,0.0,3,3,1,2,4,1,2,462,6,0,0,462,0,4,1,3,6.26530121273771,462,0,6.895682697747868,1,0,1,0,2,1,3,5,4,0,3,2,36.0,3,1,297,3,3,2,120,101,0,0,0,0,0,1,1,0,11,2009,3,2,11.418614785498987,0,0,0
76,77,20,2,4.23410650459726,9.044875932248651,0,1,0,3,0,3,0,11,2,0,0,1,4,7,52,52,0,0,8,8,2,0.0,3,3,1,4,4,4,0,228,6,0,724,952,0,0,1,0,6.858565034791365,0,0,6.858565034791365,0,0,1,0,2,1,3,4,4,0,3,3,52.0,3,1,283,3,3,2,0,0,0,0,0,0,0,2,1,0,4,2008,3,2,11.818570237796182,1,0,0
77,78,50,3,3.912023005428146,9.06357899058078,0,1,3,3,0,3,0,2,2,0,0,0,5,5,60,7,0,0,9,9,2,0.0,3,3,1,4,4,4,1,336,4,41,295,672,0,4,1,3,6.977281341630747,213,0,7.158513997329321,1,0,1,0,2,1,3,6,0,0,3,3,60.0,3,1,240,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2008,3,2,11.751942365440728,0,0,0
78,79,90,2,4.276666119016055,9.285262298493443,0,1,3,3,0,3,0,18,2,0,2,1,4,5,42,42,1,0,3,3,2,0.0,3,3,1,4,4,4,6,0,6,0,1768,1768,0,4,0,3,7.477604243197589,0,0,7.477604243197589,0,0,2,0,4,2,3,8,4,0,3,4,30.0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,4,2010,3,2,11.824079893607152,0,0,1
79,80,50,3,4.0943445622221,9.25339986143663,0,0,3,3,0,0,0,15,2,0,0,2,5,6,99,28,0,0,9,9,2,0.0,3,3,2,4,4,4,6,0,6,0,440,440,0,2,1,3,6.525029657843462,548,0,7.114769448366463,0,0,1,1,2,1,3,5,4,0,3,3,43.0,3,2,440,3,3,2,74,0,128,0,0,0,0,3,1,0,5,2009,3,2,11.608235644774552,0,0,0
80,81,60,2,4.605170185988092,9.472704636443673,0,1,3,3,0,0,0,11,2,0,0,2,6,6,41,41,0,0,8,8,1,576.0,3,1,1,2,4,4,5,448,6,0,448,896,0,4,1,3,7.074963197966044,960,0,7.669495251007694,0,0,2,1,4,1,2,8,4,1,2,0,41.0,0,1,509,3,3,2,0,72,0,0,252,0,0,2,1,0,6,2009,3,2,12.173032791451973,0,0,0
81,82,120,3,3.4657359027997265,8.411832675758411,0,1,3,3,0,2,0,10,2,0,4,1,6,5,8,8,1,0,8,8,1,443.0,3,1,2,0,1,4,2,1201,6,0,36,1237,0,0,1,3,7.198183577101943,0,0,7.198183577101943,1,0,2,0,2,1,3,5,4,0,3,0,8.0,0,2,405,3,3,2,0,199,0,0,0,0,0,2,1,0,3,2006,3,2,11.941455846009388,0,0,0
82,83,20,2,4.356708826689592,9.230731061623917,0,1,3,3,0,3,0,20,2,0,0,1,8,5,1,1,0,0,8,8,4,468.0,3,3,2,2,4,4,2,33,6,0,1530,1563,0,0,1,3,7.354362330421477,0,0,7.354362330421477,0,0,2,0,3,1,2,6,4,1,2,0,1.0,2,3,758,3,3,2,144,99,0,0,0,0,0,2,1,0,10,2008,3,2,12.409013489526863,0,0,0
83,84,20,2,4.382026634673881,9.092907275084087,0,1,0,3,0,3,0,11,2,0,0,1,5,5,47,47,0,0,4,4,0,66.0,3,3,1,4,4,4,6,0,6,0,1065,1065,0,2,1,3,6.970730078143525,0,0,6.970730078143525,0,0,1,1,3,1,3,6,4,0,3,3,33.0,3,2,461,3,3,2,74,0,0,0,0,0,0,2,1,0,7,2007,0,2,11.747997587149712,0,0,0
84,85,80,2,4.23410650459726,9.051344640485725,0,1,0,3,0,3,0,7,2,0,0,5,7,5,14,13,0,0,3,3,1,22.0,3,3,2,2,4,4,6,0,6,0,384,384,0,2,1,3,6.6895992691789665,670,0,7.295735072749282,0,0,2,1,3,1,3,7,4,1,5,2,14.0,0,2,400,3,3,2,120,72,0,0,0,0,0,2,0,700,5,2009,3,2,12.034691028774553,1,0,0
85,86,60,2,4.795790545596741,9.68402471906149,0,1,3,3,0,0,0,13,2,0,0,2,8,5,15,14,1,0,3,3,1,284.0,1,3,1,2,4,4,6,0,6,0,1288,1288,0,0,1,3,7.170888478512505,1116,0,7.790282380703483,0,0,2,1,4,1,2,9,4,1,5,0,15.0,3,2,462,3,3,2,127,82,0,0,0,0,0,2,1,0,4,2006,3,2,12.468436909997665,0,0,0
86,87,60,2,4.804021044733257,9.385217621880901,0,1,1,3,0,3,0,7,2,0,0,2,6,5,4,4,0,0,8,8,2,0.0,1,3,2,2,4,0,6,0,6,0,684,684,0,0,1,3,6.52795791762255,876,0,7.352441100243583,0,0,2,1,3,1,2,6,4,1,2,2,4.0,0,2,400,3,3,2,100,38,0,0,0,0,0,2,1,0,3,2009,3,2,12.066810578196666,0,0,0
87,88,160,0,3.6888794541139363,8.281723990411392,0,2,3,3,0,0,0,20,2,0,4,2,6,5,0,0,0,0,8,8,4,76.0,1,3,2,2,4,0,6,0,6,0,612,612,0,0,1,3,6.416732282512326,612,0,7.1098794630722715,0,0,2,1,2,1,2,4,4,0,3,3,0.0,2,2,528,3,3,2,0,234,0,0,0,0,0,2,1,0,6,2009,1,3,12.010665849187564,0,0,0
88,89,50,4,4.653960350157523,9.0442857876461,0,1,0,3,0,0,0,8,1,1,0,0,3,2,94,27,1,0,5,5,2,0.0,2,0,1,4,0,4,6,0,6,0,1013,1013,0,4,0,3,6.920671504248683,0,513,7.330405211844402,0,0,1,0,2,1,1,6,4,0,3,4,29.0,1,0,0,1,1,0,0,0,156,0,0,0,0,3,1,0,10,2009,2,0,11.350406535472453,0,0,1
89,90,20,2,4.0943445622221,8.995908761263994,0,1,3,3,0,3,0,4,2,0,0,1,4,5,13,12,0,0,8,8,2,0.0,3,3,2,2,4,4,2,588,6,0,402,990,0,0,1,3,6.897704943128636,0,0,6.897704943128636,1,0,1,0,3,1,3,5,4,0,3,4,27.0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,8,2007,3,2,11.724805824005728,0,0,1
90,91,20,2,4.0943445622221,8.881836305004146,0,1,3,3,0,3,0,11,2,0,0,1,4,5,56,56,0,0,1,9,2,0.0,3,3,4,3,2,2,4,0,3,0,0,0,0,4,1,0,6.946975992135418,0,0,6.946975992135418,0,0,1,0,2,1,3,4,4,0,3,3,56.0,3,2,420,3,3,2,0,29,0,0,0,0,0,2,1,0,7,2006,3,2,11.607326140391713,0,0,0
91,92,20,2,4.442651256490317,9.047821442478408,0,1,3,3,0,3,0,11,2,0,0,1,5,3,45,45,1,0,3,3,0,203.0,3,3,1,4,4,4,5,600,6,0,635,1235,0,4,1,3,7.118826249062078,0,0,7.118826249062078,0,0,1,0,2,1,3,6,4,0,3,0,45.0,3,2,480,3,3,2,0,0,0,0,0,0,0,1,1,0,12,2006,3,0,11.498826540590727,0,0,0
92,93,30,2,4.382026634673881,9.500020447090638,0,0,0,1,0,3,0,5,2,0,0,1,5,7,88,3,0,0,9,9,2,0.0,3,1,0,2,4,4,0,713,6,0,163,876,0,0,1,3,6.871091294610546,0,0,6.871091294610546,1,0,1,0,2,1,3,5,4,0,3,3,88.0,3,2,432,3,3,2,0,0,44,0,0,0,0,2,1,0,8,2009,3,2,12.004568269319446,0,0,0
93,94,190,4,4.0943445622221,8.881836305004146,0,1,3,3,0,0,0,15,2,0,1,3,6,6,97,9,1,0,4,4,2,0.0,3,3,0,4,0,3,5,1046,6,0,168,1214,1,0,0,3,7.138866999945524,1031,0,7.736743682453495,0,1,2,0,4,2,3,9,4,1,2,3,107.0,3,2,506,3,3,2,0,0,0,0,99,0,0,2,1,0,11,2007,3,2,11.804848531679264,0,0,0
94,95,60,2,4.23410650459726,9.141740280483926,0,1,0,3,0,3,0,4,2,0,0,2,6,5,10,10,0,0,8,8,2,0.0,3,1,2,2,4,4,2,648,6,0,176,824,0,0,1,3,6.807934943699926,881,0,7.487733761436444,1,0,2,1,3,1,2,7,4,0,3,0,10.0,2,2,684,3,3,2,0,162,0,0,0,0,0,2,1,0,5,2007,3,2,12.229545001715316,0,0,0
95,96,60,2,4.23410650459726,9.186559843310778,0,1,1,3,0,0,0,7,2,0,0,2,6,8,16,16,0,0,8,8,1,68.0,0,1,2,2,1,4,0,310,6,0,370,680,0,2,1,3,6.522092798170152,790,0,7.293017679772782,0,0,2,1,3,1,3,6,4,1,5,2,16.0,0,2,420,3,3,2,232,63,0,0,0,0,0,2,0,480,4,2009,3,2,12.128111104060462,1,0,0
96,97,20,2,4.356708826689592,9.236397906295473,0,1,0,3,0,3,0,4,2,0,0,1,7,5,7,7,0,0,8,8,1,183.0,1,3,2,2,4,0,0,1162,6,0,426,1588,0,0,1,3,7.370230641807081,0,0,7.370230641807081,0,0,2,0,3,1,2,6,4,0,3,0,7.0,2,2,472,3,3,2,158,29,0,0,0,0,0,2,1,0,8,2006,3,2,12.273731294003989,0,0,0
97,98,20,2,4.290459441148391,9.298442820197728,0,1,3,1,0,3,0,6,2,0,0,1,4,5,42,42,1,0,3,3,1,48.0,3,3,1,4,4,4,5,520,6,0,440,960,0,4,1,1,6.866933284461882,0,0,6.866933284461882,1,0,1,0,3,1,3,6,4,0,3,0,42.0,0,1,432,3,3,1,120,0,0,0,0,0,0,2,1,0,5,2007,3,2,11.458997122944673,0,0,0
98,99,30,2,4.442651256490317,9.270964993792617,0,1,3,3,0,0,0,6,2,0,0,1,5,5,90,60,0,0,9,9,2,0.0,3,3,0,4,4,4,0,108,6,0,350,458,0,1,0,3,6.727431724850855,0,0,6.727431724850855,0,0,1,0,2,1,3,5,4,0,3,1,90.0,3,1,366,0,3,2,0,0,77,0,0,0,0,2,0,400,5,2010,0,0,11.326595886778735,0,0,0
99,100,20,2,4.343805421853684,9.139917907679637,0,1,0,3,0,3,0,11,2,0,0,1,4,5,51,51,0,0,5,5,2,0.0,3,3,1,4,4,4,0,569,6,0,381,950,0,1,1,3,7.110696122978827,0,0,7.110696122978827,1,0,1,1,3,1,3,6,4,0,3,4,30.0,1,0,0,1,1,2,352,0,0,0,0,0,0,2,0,400,1,2010,3,2,11.76718001130949,0,0,1
100,101,20,2,4.23410650459726,9.268892258925797,0,1,0,3,0,3,0,12,2,0,0,1,6,7,33,9,0,0,5,5,1,28.0,3,3,2,4,4,3,0,1200,6,0,410,1610,0,2,1,3,7.383989457978509,0,0,7.383989457978509,1,0,2,0,3,1,2,6,4,2,5,0,33.0,2,2,480,3,3,2,168,68,0,0,0,0,0,2,1,0,2,2010,3,2,12.230765258120545,1,0,0
101,102,60,2,4.343805421853684,9.127610724377186,0,1,3,3,0,3,0,19,2,0,0,2,6,5,25,25,0,0,3,3,1,336.0,1,3,1,2,4,4,6,0,6,0,741,741,0,4,1,3,6.884486652042782,755,0,7.4570320891223805,0,0,2,1,3,1,2,7,4,1,5,0,25.0,0,2,476,3,3,2,192,46,0,0,0,0,0,2,1,0,6,2010,3,2,12.089538829274222,0,0,0
102,103,90,2,4.1588830833596715,8.85623355614316,0,1,3,0,0,3,0,19,2,0,2,1,5,5,30,30,0,0,3,3,2,0.0,3,0,4,3,2,2,4,0,3,0,0,0,0,4,1,3,7.336285660021297,0,0,7.336285660021297,0,0,2,0,4,2,3,8,4,0,3,0,30.0,3,2,410,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2009,3,4,11.686576205316552,0,0,0
103,104,20,2,4.543294782270004,9.249753374333018,0,1,0,3,0,0,0,4,2,0,0,1,7,5,1,1,0,0,8,8,2,0.0,3,3,2,2,4,4,6,0,6,0,1226,1226,0,0,1,3,7.111512116496157,0,0,7.111512116496157,0,0,2,0,3,1,2,6,4,0,3,0,1.0,2,3,740,3,3,2,0,36,0,0,0,0,0,2,1,0,5,2010,3,2,12.200557464842063,0,0,0
104,105,50,3,4.23410650459726,8.956479847999912,0,1,3,3,0,0,0,8,2,0,0,0,7,4,76,57,0,0,7,7,1,600.0,3,0,2,4,4,4,3,224,6,0,816,1040,0,0,1,1,7.111512116496157,592,0,7.505492274737424,0,0,1,1,4,1,3,7,4,2,5,3,56.0,3,1,240,3,3,2,0,0,0,0,184,0,0,2,1,0,6,2007,3,2,12.040608205802641,1,0,0
105,106,60,0,4.31748811353631,9.14580185083861,0,1,3,3,0,3,0,20,2,0,0,2,8,5,5,4,1,0,8,8,1,768.0,1,3,2,0,4,4,6,0,6,0,1053,1053,0,0,1,3,6.959398512133975,939,0,7.596894438144544,0,0,2,1,3,1,2,9,4,1,2,0,5.0,2,2,648,3,3,2,140,45,0,0,0,0,0,2,1,0,8,2008,3,2,12.429216196844383,0,0,0
106,107,30,3,4.0943445622221,9.287301413112312,0,0,3,3,0,3,0,15,2,0,0,1,4,7,122,12,2,0,8,8,2,0.0,3,3,0,1,4,4,6,0,6,0,641,641,0,2,1,3,6.953684210870537,0,0,6.953684210870537,0,0,1,0,2,1,3,6,4,0,3,3,53.0,3,1,273,0,0,0,0,0,0,0,0,0,0,2,0,450,8,2007,3,2,11.512925464970229,0,0,0
107,108,20,3,3.912023005428146,8.699514748210191,0,1,3,3,0,3,0,15,2,0,0,1,5,5,60,58,0,0,8,8,2,0.0,3,3,1,4,4,4,0,104,1,169,516,789,0,0,1,3,6.670766320845874,0,0,6.670766320845874,0,0,1,0,2,1,3,5,4,0,3,3,60.0,3,1,250,3,3,2,0,0,0,0,0,0,0,2,1,0,4,2008,3,3,11.652687407345388,0,0,0
108,109,50,3,4.442651256490317,9.047821442478408,0,1,3,3,0,0,0,8,0,0,0,0,5,7,88,2,0,0,2,2,2,0.0,3,3,1,4,4,4,6,0,6,0,793,793,1,4,0,1,6.904750769961838,520,0,7.324489979348532,0,0,2,0,3,1,1,7,4,0,3,4,27.0,1,0,0,1,1,0,0,0,144,0,0,0,0,2,1,0,8,2007,3,2,11.652687407345388,0,0,1
109,110,20,2,4.653960350157523,9.371693622333941,0,1,0,3,0,3,0,12,2,0,0,1,6,6,33,33,1,0,5,5,1,480.0,3,3,1,2,4,4,1,705,6,0,1139,1844,0,0,1,3,7.519692404116539,0,0,7.519692404116539,0,0,2,0,3,1,3,7,4,1,5,0,33.0,2,2,546,3,3,2,0,122,0,0,0,0,0,3,1,0,1,2010,0,2,12.154779351142624,0,0,0
110,111,50,2,4.31748811353631,9.161675199994901,0,1,3,3,0,3,0,6,2,0,0,0,6,4,52,34,0,0,9,9,2,0.0,3,3,1,4,0,4,5,444,6,0,550,994,0,2,1,3,7.103322062526113,639,0,7.5256399750415355,0,0,2,0,4,1,3,7,4,0,3,0,52.0,3,1,325,3,3,2,182,0,0,0,0,0,0,2,1,0,10,2006,3,2,11.82700601127654,0,0,0
111,112,80,2,4.23410650459726,8.955448122347393,0,1,0,3,0,3,0,7,2,0,0,5,7,5,10,10,0,0,8,8,2,0.0,3,3,2,2,4,4,2,250,6,0,134,384,0,0,1,3,6.651571873589727,656,0,7.265429723253953,0,0,2,1,3,1,3,7,4,1,5,2,10.0,0,2,400,3,3,2,180,0,0,0,0,0,0,2,1,0,4,2010,3,2,12.100712129872347,1,0,0
112,113,60,2,4.343805421853684,9.206834232646894,0,1,3,3,0,3,0,4,2,0,0,2,7,5,0,0,0,0,8,8,4,220.0,1,3,2,0,4,0,2,984,6,0,280,1264,0,0,1,3,7.156176637480615,1414,0,7.899524472032198,1,0,2,1,4,1,0,10,4,1,2,2,0.0,0,3,792,3,3,2,120,184,0,0,168,0,0,2,1,0,10,2007,1,3,12.858319703517948,0,0,0
113,114,20,2,4.23410650459726,9.95227771670556,0,1,3,0,0,0,0,5,2,0,0,1,6,5,54,54,1,0,9,9,1,184.0,3,1,1,2,4,3,0,35,5,869,905,1809,0,4,1,3,7.7226775164680035,0,0,7.7226775164680035,1,0,2,0,3,1,2,7,4,2,2,1,54.0,3,2,450,3,3,2,166,120,192,0,0,0,0,3,1,0,10,2007,0,0,12.287652632522597,1,0,0
114,115,70,2,4.110873864173311,8.889997357284841,0,1,0,3,0,3,1,5,2,0,0,2,6,8,62,5,2,0,9,9,2,0.0,3,3,1,4,4,4,0,774,2,150,104,1028,0,0,1,3,7.269616749608169,884,0,7.749322464660356,1,0,2,1,3,1,2,9,4,1,5,3,62.0,3,1,180,3,3,2,224,0,0,0,0,0,0,3,1,0,7,2007,3,2,12.46651198158808,0,0,0
115,116,160,0,3.5263605246161616,8.080237416216702,0,2,3,3,0,0,0,20,2,0,4,2,6,5,8,8,0,0,4,4,1,1129.0,3,3,2,2,4,4,2,419,6,0,310,729,0,2,1,3,6.591673732008658,729,0,7.284820912568604,0,0,2,1,2,1,3,5,4,1,1,3,8.0,3,2,440,3,3,2,0,32,0,0,0,0,0,2,1,0,6,2007,3,2,12.078239274020289,0,0,0
116,117,20,2,4.23410650459726,9.360138737064577,0,1,3,3,0,3,0,18,2,0,0,1,5,5,47,47,0,0,9,9,1,116.0,3,3,1,4,4,4,3,170,1,670,252,1092,0,4,1,3,6.9957661563048505,0,0,6.9957661563048505,0,1,1,0,3,1,3,6,4,1,4,0,47.0,3,1,288,3,3,2,0,20,144,0,0,0,0,2,1,0,9,2009,3,2,11.842229212112828,1,0,0
117,118,20,2,4.30406509320417,9.05204779298159,0,1,3,3,0,0,0,6,2,0,0,1,5,5,1,0,0,0,8,8,2,0.0,3,3,2,2,4,4,6,0,6,0,1125,1125,0,2,1,3,7.025538314638521,0,0,7.025538314638521,0,0,1,1,2,1,3,5,4,0,3,0,0.0,3,2,430,3,3,2,80,64,0,0,0,0,0,2,1,0,4,2007,1,3,11.951180395901384,0,0,0
118,119,60,2,4.499809670330265,9.423514392252901,0,1,3,3,0,0,0,19,2,0,0,2,7,5,20,20,1,0,5,5,2,0.0,3,3,2,2,4,3,2,1470,6,0,203,1673,0,2,1,3,7.4377951216719325,1523,0,8.07775756373692,1,0,3,0,5,1,2,11,4,2,5,0,20.0,3,3,594,3,3,2,367,0,0,0,0,0,0,2,1,0,5,2010,3,2,12.676076274775909,0,0,0
119,120,60,2,4.174387269895637,9.0432226489245,0,1,3,3,0,3,0,4,2,0,0,2,6,5,1,0,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,728,728,0,0,1,3,6.590301048196686,728,0,7.283448228756631,0,0,2,1,3,1,2,8,4,1,2,0,1.0,0,2,390,3,3,2,0,24,0,0,0,0,0,2,1,0,7,2006,1,3,12.007560729337492,0,0,0
120,121,80,2,4.23410650459726,9.973619774716505,0,1,0,2,0,1,2,3,2,0,0,5,6,5,37,37,2,1,5,5,2,0.0,3,3,1,4,4,1,0,938,6,0,0,938,0,0,1,3,6.895682697747868,0,0,6.895682697747868,1,0,1,0,1,1,3,4,4,2,5,0,37.0,3,2,540,3,3,2,0,130,0,130,0,0,0,2,1,0,10,2006,3,2,12.100712129872347,1,0,0
121,122,50,3,3.912023005428146,8.70946507906336,0,1,3,3,0,3,0,8,2,0,0,0,4,5,68,57,0,0,0,0,2,0.0,3,3,2,4,4,4,6,0,6,0,732,732,0,2,1,3,6.648984550024776,351,0,7.023758954738443,0,0,1,0,3,1,3,4,4,0,3,3,28.0,3,1,264,3,3,1,0,0,140,0,0,0,0,3,1,0,6,2007,3,2,11.512925464970229,0,0,0
122,123,20,2,4.31748811353631,9.155250405658222,0,1,3,3,0,0,0,11,2,0,0,1,6,7,50,50,1,0,4,4,1,135.0,3,1,1,4,4,4,1,570,6,0,510,1080,0,2,1,3,6.984716320118266,0,0,6.984716320118266,0,0,1,0,3,1,3,5,4,0,3,0,50.0,3,1,288,3,3,2,0,0,0,0,130,0,0,2,1,0,6,2008,3,2,11.820410164718188,0,0,0
123,124,120,2,4.007333185232471,8.973604867142505,0,1,3,3,0,3,0,19,2,0,4,1,6,5,15,15,0,0,5,5,2,0.0,1,3,2,2,4,4,2,300,6,0,899,1199,0,0,1,3,7.089243155027514,0,0,7.089243155027514,0,0,2,0,2,1,2,5,4,0,3,0,15.0,2,2,530,3,3,2,0,63,0,0,0,0,0,2,1,0,3,2008,3,2,11.94405831982697,0,0,0
124,125,20,2,3.871201010907891,9.743494841225237,0,1,0,3,0,1,0,12,2,0,0,1,6,5,30,11,0,0,3,3,2,0.0,3,1,1,2,0,4,6,0,6,0,1362,1362,0,4,1,3,7.368970402194793,0,0,7.368970402194793,0,0,2,0,3,1,3,7,4,1,5,0,30.0,3,2,435,3,3,2,192,0,0,0,0,0,0,2,1,0,1,2009,3,2,12.106252310247962,0,0,0
125,126,190,3,4.0943445622221,8.821732380934442,0,1,3,3,0,3,0,8,2,0,1,0,6,8,71,24,0,0,9,9,2,0.0,3,0,1,4,4,0,2,490,6,0,30,520,0,2,0,3,6.253828811575473,0,234,6.625392368007956,1,0,1,0,2,1,3,5,4,0,3,4,26.0,1,0,0,1,1,0,53,0,0,0,0,0,0,2,1,0,6,2006,3,2,11.344506813345266,0,0,1
126,127,120,2,4.23410650459726,8.502688505213357,0,1,0,3,0,3,0,16,2,0,4,1,6,5,31,31,0,0,5,5,2,0.0,3,3,1,2,4,4,0,120,6,0,958,1078,0,4,1,3,6.86484777797086,0,0,6.86484777797086,0,0,2,0,2,1,3,5,4,1,5,0,30.0,2,2,440,3,3,2,0,205,0,0,0,0,0,2,1,0,2,2007,3,2,11.759785542901755,1,0,0
